image_name,image_path,building_lat,building_lon,camera_lat,camera_lon,heading,pitch,fov,capture_date,pano_id
lat_17.466868599733957_lng_78.30992252422388_p_15_fov_95.jpg,Data_outputs\Data_lat_17.466868599733957_lng_78.30992252422388\lat_17.466868599733957_lng_78.30992252422388_p_15_fov_95.jpg,17.466868599733957,78.30992252422388,17.46685525537874,78.30980591149155,83.15921024051693,15,95,2026-04,4zvnpffO2NLaM4X7rrklfQ
