image_name,image_path,building_lat,building_lon,camera_lat,camera_lon,heading,pitch,fov,capture_date,pano_id
lat_17.4295349427362_lng_78.33249132516058_p_25_fov_85.jpg,Data_outputs\Data_lat_17.4295349427362_lng_78.33249132516058\lat_17.4295349427362_lng_78.33249132516058_p_25_fov_85.jpg,17.4295349427362,78.33249132516058,17.42962406601169,78.33257956869882,223.37020616409202,25,85,2025-01,xW4KEYTlGsolMwbXDZEuow
