image_name,image_path,building_lat,building_lon,camera_lat,camera_lon,heading,pitch,fov,capture_date,pano_id
lat_17.429330630542214_lng_78.33171725257132_p_15_fov_45.jpg,Data_lat_17.429330630542214_lng_78.33171725257132\lat_17.429330630542214_lng_78.33171725257132_p_15_fov_45.jpg,17.429330630542214,78.33171725257132,17.42938694483684,78.33176787918978,220.62053549659055,15,45,2026-04,MWOWoKGBRWQEJSwC6uDJ3Q
