image_name,image_path,building_lat,building_lon,camera_lat,camera_lon,heading,pitch,fov,capture_date,pano_id
lat_17.45969949_lng_78.34808171_p_15_fov_45.jpg,Data_lat_17.45969949_lng_78.34808171\lat_17.45969949_lng_78.34808171_p_15_fov_45.jpg,17.45969949,78.34808171,17.45961108616366,78.3484944149391,282.6559751367669,15,45,2022-01,uBrdJBR88dnM8Gwu-AVnJQ
