image_name,image_path,building_lat,building_lon,camera_lat,camera_lon,heading,pitch,fov,capture_date,pano_id
lat_17.429636728930777_lng_78.33233387629137_p_25_fov_85.jpg,Data_lat_17.429636728930777_lng_78.33233387629137\lat_17.429636728930777_lng_78.33233387629137_p_25_fov_85.jpg,17.429636728930777,78.33233387629137,17.42971764488338,78.33241457402066,223.57671916367565,25,85,2025-01,ilXcy4EeTH_Omi7ZO2S0Eg
